Date,Close,High,Low,Open,Volume,Asset_ID,Asset_ID_encoded
2018-01-02,40.34188461303711,40.3512542876815,39.63930910102925,39.85008389872191,102223600.0,AAPL,0
2018-01-03,40.33486557006836,40.87819243452449,40.27163633682215,40.40512384715967,118071600.0,AAPL,0
2018-01-04,40.52220916748047,40.62525413708489,40.299727659552815,40.40745389251491,89738400.0,AAPL,0
2018-01-05,40.98358154296875,41.0702314004302,40.526908063329756,40.618242759257555,94640000.0,AAPL,0
2018-01-08,40.831356048583984,41.126436533395285,40.73299231349569,40.831356048583984,82271200.0,AAPL,0
2018-01-09,40.826663970947266,40.99762301388554,40.61120790656991,40.87818646172054,86336000.0,AAPL,0
2018-01-10,40.81730651855469,40.81965072469063,40.51520052627022,40.552672089595646,95839600.0,AAPL,0
2018-01-11,41.04914474487305,41.0983266027859,40.86413476669079,40.887551806210006,74670800.0,AAPL,0
2018-01-12,41.4730339050293,41.536266705175215,41.13579706889646,41.2599184636559,101672400.0,AAPL,0
2018-01-16,41.262264251708984,42.01167748658843,41.25055394405002,41.66273032986267,118263600.0,AAPL,0
2018-01-17,41.943763732910156,41.97889108266515,40.99997081899453,41.252894884198874,137547200.0,AAPL,0
2018-01-18,41.98122787475586,42.1779517358419,41.74469540324496,42.00698912004785,124773600.0,AAPL,0
2018-01-19,41.79387664794922,42.056170360899095,41.547974505316795,41.829003993975064,129700400.0,AAPL,0
2018-01-22,41.451961517333984,41.63463089237908,41.358286197536025,41.52221979392465,108434400.0,AAPL,0
2018-01-23,41.461326599121094,42.023389224523754,41.40980767593971,41.52221877162652,130756400.0,AAPL,0
2018-01-24,40.80091094970703,41.52222239244202,40.5620342237433,41.51051208336333,204420400.0,AAPL,0
2018-01-25,40.072566986083984,40.97186281875041,39.93673528633479,40.86881783456247,166116000.0,AAPL,0
2018-01-26,40.16624069213867,40.28099597876492,39.82666324306097,40.28099597876492,156572000.0,AAPL,0
2018-01-29,39.33486557006836,39.850086936789836,39.126434961888506,39.850086936789836,202561600.0,AAPL,0
2018-01-30,39.103023529052734,39.196698863731754,38.571406892362646,38.765786606632325,184192800.0,AAPL,0
2018-01-31,39.21073913574219,39.44727518768578,38.99294243381661,39.07959227348799,129915600.0,AAPL,0
2018-02-01,39.29270935058594,39.48942965217391,39.05383265666675,39.149852175352834,188923200.0,AAPL,0
2018-02-02,37.58778762817383,39.06319682921009,37.49411232827588,38.87584265593056,346375200.0,AAPL,0
2018-02-05,36.648677825927734,38.379355167982396,36.53392255197071,37.25991859617889,290954000.0,AAPL,0
2018-02-06,38.1802864074707,38.34187931081366,36.06553487564129,36.259914485931866,272975200.0,AAPL,0
2018-02-07,37.36296463012695,38.26694527664845,37.25289775278819,38.19434637791094,206434400.0,AAPL,0
2018-02-08,36.33487319946289,37.70489729452759,36.30677131393867,37.538619467044434,217562000.0,AAPL,0
2018-02-09,36.779293060302734,37.12730914186198,35.32843847604352,36.93449073015276,282690400.0,AAPL,0
2018-02-12,38.26070785522461,38.538179142646804,37.03794256921059,37.270739013104965,243278000.0,AAPL,0
2018-02-13,38.64400863647461,38.74041964665234,38.01146342597023,38.0820081550772,130196800.0,AAPL,0
2018-02-14,39.356475830078125,39.396450311899486,38.30067014631301,38.338290866346846,162579600.0,AAPL,0
2018-02-15,40.67802429199219,40.701536806482075,39.73978777414594,39.925552067246045,204588800.0,AAPL,0
2018-02-16,40.54634094238281,41.108344960877716,40.391146858083566,40.52988254031404,160704400.0,AAPL,0
2018-02-20,40.40997314453125,40.97667412327979,40.30885816943224,40.45700178008793,135722000.0,AAPL,0
2018-02-21,40.22654342651367,40.943737915034774,40.21243161204451,40.64040028293785,149886400.0,AAPL,0
2018-02-22,40.56280517578125,40.90376716834371,40.377040864154694,40.39820320572218,123967600.0,AAPL,0
2018-02-23,41.268253326416016,41.303523902584296,40.80736413217472,40.837934356890266,135249600.0,AAPL,0
2018-02-26,42.08420181274414,42.18296298826137,41.43519826446505,41.46811865630413,152648800.0,AAPL,0
2018-02-27,41.94782257080078,42.43927834665941,41.89373983071523,42.11477831809199,155712400.0,AAPL,0
2018-02-28,41.88433074951172,42.47219752328346,41.86787234563421,42.15239785482947,151128400.0,AAPL,0
2018-03-01,41.150657653808594,42.274658187251276,40.60041543545601,41.98307509274821,195208000.0,AAPL,0
2018-03-02,41.43519592285156,41.4563582618264,40.55104215533317,40.63334492430652,153816000.0,AAPL,0
2018-03-05,41.57863998413086,41.79497451115357,41.03780187254719,41.20005366482767,113605600.0,AAPL,0
2018-03-06,41.54336929321289,41.91490152976552,41.416391647125984,41.83495250859769,95154000.0,AAPL,0
2018-03-07,41.15773010253906,41.35055213514878,40.97901988709075,41.13656775887825,126814000.0,AAPL,0
2018-03-08,41.60685348510742,41.64917816458234,41.16713034853489,41.26353775891226,95096400.0,AAPL,0
2018-03-09,42.32170104980469,42.32640498834735,41.71267197249416,41.84670731055642,128740800.0,AAPL,0
2018-03-12,42.73086166381836,42.88840953350741,42.375791413150864,42.39459999300716,128828400.0,AAPL,0
2018-03-13,42.3193473815918,43.149414857195474,42.14769131351788,42.93543052183893,126774000.0,AAPL,0
2018-03-14,41.95957946777344,42.44868505468864,41.81143589243283,42.40165643034284,117473600.0,AAPL,0
2018-03-15,42.00896453857422,42.38285058986366,41.872582584028656,41.97369396206322,90975200.0,AAPL,0
2018-03-16,41.86081314086914,42.119472337041785,41.766752315671596,42.008953109968175,157618800.0,AAPL,0
2018-03-19,41.22121810913086,41.731486028476525,40.83557765640605,41.696215457943815,133787200.0,AAPL,0
2018-03-20,41.20709991455078,41.573928111585595,41.13655520249337,41.20709991455078,78597600.0,AAPL,0
2018-03-21,40.27356719970703,41.17182552464226,40.2712134368852,41.16006747469234,148219600.0,AAPL,0
2018-03-22,39.70452880859375,40.60513767266344,39.645742123113486,39.97494612658116,165963200.0,AAPL,0
2018-03-23,38.78508758544922,39.95611685432764,38.78508758544922,39.59634278022612,164115200.0,AAPL,0
2018-03-26,40.62629699707031,40.703895839846645,39.13781793229658,39.5211082074498,150164800.0,AAPL,0
2018-03-27,39.5845832824707,41.18593127686234,39.25067549464619,40.84026543979377,163690400.0,AAPL,0
2018-03-28,39.147216796875,39.979638021810935,38.8438791699243,39.32828073826218,166674000.0,AAPL,0
2018-03-29,39.45291519165039,40.38644792863165,39.245984936182275,39.459969305990974,153594000.0,AAPL,0
2018-04-02,39.194244384765625,39.7256781438141,38.674572264626626,39.184840096912744,150347200.0,AAPL,0
2018-04-03,39.596351623535156,39.681004576821195,38.77098802003664,39.41999160319373,121112000.0,AAPL,0
2018-04-04,40.353519439697266,40.44757667074519,38.7451171076255,38.77098338437168,138422000.0,AAPL,0
2018-04-05,40.63335418701172,40.9696122764427,40.46404826051155,40.581621621244764,107732800.0,AAPL,0
2018-04-06,39.59400177001953,40.55810106955422,39.55167349900567,40.20303085074771,140021200.0,AAPL,0
2018-04-09,39.98671340942383,40.70155809109176,39.939684767797246,39.94673888463847,116070800.0,AAPL,0
2018-04-10,40.73916244506836,40.91552245565307,40.334709867083134,40.680375774873454,113634400.0,AAPL,0
2018-04-11,40.54869079589844,40.89670684951467,40.374680975063676,40.499308418346246,89726400.0,AAPL,0
2018-04-12,40.94844436645508,41.15067066294944,40.68978157278076,40.77678828777325,91557200.0,AAPL,0
2018-04-13,41.087181091308594,41.34819406678015,40.88025443918927,41.09893914369185,100497200.0,AAPL,0
2018-04-16,41.34349822998047,41.43050136861836,41.11070168436992,41.15773031098353,86313600.0,AAPL,0
2018-04-17,41.91255187988281,42.07715386319057,41.48223295977202,41.50104512758635,106421600.0,AAPL,0
2018-04-18,41.8184928894043,42.04893926427621,41.59275404176173,41.81143877466886,83018000.0,AAPL,0
2018-04-19,40.63335418701172,41.242383334476784,40.60043378952859,40.85909303030914,139235200.0,AAPL,0
2018-04-20,38.968509674072266,40.26181646642475,38.90031512480177,40.11602666710039,261964400.0,AAPL,0
2018-04-23,38.85564422607422,39.25068898244387,38.585223352747136,39.22952663936423,146062000.0,AAPL,0
2018-04-24,38.31480026245117,39.11194735682978,37.91034768951034,38.95674968831802,134768000.0,AAPL,0
2018-04-25,38.48175811767578,38.89796880402129,38.19017849013432,38.23955729051611,113528400.0,AAPL,0
2018-04-26,38.615787506103516,38.97085769595813,38.41591139583521,38.592271403229525,111852000.0,AAPL,0
2018-04-27,38.16901779174805,38.64166141318096,37.77161925587139,38.56406256404047,142623200.0,AAPL,0
2018-04-30,38.8603401184082,39.33063349139752,38.05613888116291,38.12433342955642,169709600.0,AAPL,0
2018-05-01,39.76329803466797,39.786810545703396,38.86268597798759,39.13075300255163,214277600.0,AAPL,0
2018-05-02,41.51984405517578,41.79731536883284,40.86848685602493,41.20474482983506,266157600.0,AAPL,0
2018-05-03,41.5951042175293,41.738543863907715,41.01899545645523,41.35760731597506,136272800.0,AAPL,0
2018-05-04,43.227012634277344,43.32577380478561,41.896081625328584,41.91489378943303,224805200.0,AAPL,0
2018-05-07,43.539756774902344,44.12997360452288,43.443345782398595,43.54445712474156,169805600.0,AAPL,0
2018-05-08,43.74903106689453,43.78900556327997,43.18938094139274,43.49977621410719,113611200.0,AAPL,0
2018-05-09,44.05708312988281,44.066487418557294,43.55386936653684,43.86661488875496,92844800.0,AAPL,0
2018-05-10,44.687278747558594,44.76487759165738,44.1252782597407,44.14644419035238,111957200.0,AAPL,0
2018-05-11,44.51731491088867,44.86431373655376,44.24821414832079,44.72976515621455,104848800.0,AAPL,0
2018-05-14,44.413455963134766,44.739210882507365,44.34500204625422,44.61646207780481,83115200.0,AAPL,0
2018-05-15,44.00979232788086,44.15850710848081,43.69348166612134,44.090049611869624,94780800.0,AAPL,0
2018-05-16,44.4205207824707,44.48661903883322,43.90592617236772,43.92245163693048,76732400.0,AAPL,0
2018-05-17,44.13962173461914,44.59284378081832,43.99090695628131,44.378034345861145,69176000.0,AAPL,0
2018-05-18,43.97910690307617,44.33318699120385,43.93661902140753,44.18683504071553,73190800.0,AAPL,0
2018-05-21,44.290706634521484,44.67783411923844,44.12074787519311,44.378045251827345,73603200.0,AAPL,0
2018-05-22,44.17976379394531,44.58577600899714,44.09006233190905,44.46774928606091,60962800.0,AAPL,0
2018-05-23,44.46302795410156,44.49607529300221,43.84928754378699,43.98856181662308,80233600.0,AAPL,0
2018-05-24,44.413455963134766,44.576333422821065,43.955515287613835,44.55981155401122,92936000.0,AAPL,0
2018-05-25,44.514957427978516,44.76753273171379,44.29542585934396,44.43233728455796,69844000.0,AAPL,0
2018-05-29,44.35445022583008,44.55509713713762,44.11131541437204,44.28363705891258,90056400.0,AAPL,0
2018-05-30,44.2600212097168,44.37804793294271,44.090062440120306,44.31195325608738,74762000.0,AAPL,0
2018-05-31,44.11130142211914,44.43233421724424,43.93898343412893,44.193921559836156,109931200.0,AAPL,0
2018-06-01,44.90679931640625,44.91151779096248,44.319025064148434,44.37567917582391,93770000.0,AAPL,0
2018-06-04,45.28212356567383,45.657447602342195,45.16881894367543,45.23727284395453,105064800.0,AAPL,0
2018-06-05,45.63148880004883,45.78020361623582,45.40723875788195,45.57483828103631,86264000.0,AAPL,0
2018-06-06,45.789649963378906,45.8132567505479,45.30338040357382,45.70703341206747,83734400.0,AAPL,0
2018-06-07,45.66688919067383,45.841566389384795,45.402506951673004,45.82740376266648,85388800.0,AAPL,0
2018-06-08,45.251441955566406,45.32225870517114,44.7958605631141,45.12633392541683,106627200.0,AAPL,0
2018-06-11,45.140499114990234,45.31517996033656,44.89972719532468,45.168827977572434,73234000.0,AAPL,0
2018-06-12,45.38834762573242,45.46624568023694,45.12160613017656,45.17826024305868,67644400.0,AAPL,0
2018-06-13,45.0153923034668,45.52999069869376,44.95401970299873,45.421404526599694,86553600.0,AAPL,0
2018-06-14,45.038997650146484,45.22075980980726,44.9020862209634,45.21603773241758,86440400.0,AAPL,0
2018-06-15,44.576332092285156,44.8879243714088,44.439420660720806,44.85723627067669,246876800.0,AAPL,0
2018-06-18,44.5527229309082,44.66602756180079,44.189198654039295,44.349716849535625,73939600.0,AAPL,0
2018-06-19,43.832767486572266,43.98384155663083,43.30400644042231,43.70293736342273,134314000.0,AAPL,0
2018-06-20,44.023948669433594,44.189185289906376,43.842186585969436,43.98854210857806,82514800.0,AAPL,0
2018-06-21,43.778465270996094,44.46065945482421,43.65571649412463,44.20099927334401,102847600.0,AAPL,0
2018-06-22,43.65100860595703,43.94135337461232,43.599076552780936,43.93427205844196,108801600.0,AAPL,0
2018-06-25,43.001853942871094,43.651000890949916,42.66193641921112,43.29219866020999,126652400.0,AAPL,0
2018-06-26,43.53533935546875,44.03105307880999,43.08919844521767,43.1954253872837,98276800.0,AAPL,0
2018-06-27,43.47160339355469,44.208088991008594,43.44091529303086,43.72417870729085,101141200.0,AAPL,0
2018-06-28,43.78791809082031,43.95551763707772,43.38662791764364,43.45744467806071,69460800.0,AAPL,0
2018-06-29,43.695858001708984,44.1868496518272,43.176541087778794,43.97439936756705,90950800.0,AAPL,0
2018-07-02,44.18447494506836,44.21280380316202,43.29691543239838,43.39133895622868,70925200.0,AAPL,0
2018-07-03,43.41495132446289,44.36624646682203,43.325249858311246,44.328477049296076,55819200.0,AAPL,0
2018-07-05,43.76430892944336,44.002725223185244,43.499930213576576,43.73126158996001,66416800.0,AAPL,0
2018-07-06,44.370967864990234,44.47955043635213,43.71709879140897,43.76903083923939,69940800.0,AAPL,0
2018-07-09,44.987056732177734,45.010659910691714,44.68490867284257,44.7321186317595,79026400.0,AAPL,0
2018-07-10,44.93277359008789,45.1523015596252,44.892641335763145,45.01775297227096,63756400.0,AAPL,0
2018-07-11,44.34972381591797,44.798223934989025,44.28598837520287,44.49607580388834,75326000.0,AAPL,0
2018-07-12,45.09328842163086,45.182989881568,44.68727621608019,44.73920826110805,72164400.0,AAPL,0
2018-07-13,45.164093017578125,45.28447894307208,45.06258819256705,45.10507967337524,50055600.0,AAPL,0
2018-07-16,45.06496810913086,45.475698835222566,44.949300613980526,45.20896086762819,60172400.0,AAPL,0
2018-07-17,45.19242477416992,45.29156677447239,44.6613045999065,44.7911346962154,62138000.0,AAPL,0
2018-07-18,44.94457244873047,45.27504941787513,44.833627046461345,45.27032734066018,65573600.0,AAPL,0
2018-07-19,45.293941497802734,45.45209689229721,44.77698381624712,44.77698381624712,81147200.0,AAPL,0
2018-07-20,45.1900749206543,45.42376554064797,44.89028601817752,45.270332232533136,82704800.0,AAPL,0
2018-07-23,45.230186462402344,45.31280658282697,44.746276332533625,45.0106549548707,63957600.0,AAPL,0
2018-07-24,45.55831527709961,45.71411141659401,45.334065222797534,45.42848516085427,74791600.0,AAPL,0
2018-07-25,45.987937927246094,45.99501924306753,45.42376668627782,45.572481522308124,66839600.0,AAPL,0
2018-07-26,45.843936920166016,46.25703041090715,45.70230342544187,45.93835684872252,76304000.0,AAPL,0
2018-07-27,45.081485748291016,46.075272332840846,44.873761166756026,46.028062364396064,96096000.0,AAPL,0
2018-07-30,44.82890319824219,45.36946391315494,44.63061920165413,45.298647170976594,84118000.0,AAPL,0
2018-07-31,44.91860580444336,45.35530609259082,44.69435576534987,44.92096864396287,157492000.0,AAPL,0
2018-08-01,47.564754486083984,47.62612706616032,46.575690280517826,47.00530914671802,271742800.0,AAPL,0
2018-08-02,48.95512390136719,49.18881810901228,47.29330923044903,47.34760051436628,249616000.0,AAPL,0
2018-08-03,49.09674835205078,49.27378840345483,48.5042520081429,48.87013550142241,133789600.0,AAPL,0
2018-08-06,49.3516960144043,49.39418390606156,48.87958911924481,49.09911709658689,101701600.0,AAPL,0
2018-08-07,48.88901901245117,49.4531864850789,48.80639888305703,49.410698602685784,102349600.0,AAPL,0
2018-08-08,48.92207717895508,49.05426653375146,48.27765227337783,48.638813761264295,90102000.0,AAPL,0
2018-08-09,49.30684280395508,49.519289455339305,48.91027115897772,49.460276096411505,93970400.0,AAPL,0
2018-08-10,49.15998077392578,49.531886186769725,48.95626269114678,49.11971138267579,98444800.0,AAPL,0
2018-08-13,49.47739028930664,49.970103770435536,49.20023963389439,49.581618627654095,103563600.0,AAPL,0
2018-08-14,49.685855865478516,49.87772915247579,49.3329014045864,49.78297807220025,82992000.0,AAPL,0
2018-08-15,49.80192565917969,49.92036630881333,49.349481510093966,49.56030572186097,115230400.0,AAPL,0
2018-08-16,50.531517028808594,50.64758654419464,50.093285209412876,50.15961167949677,114001600.0,AAPL,0
2018-08-17,51.54063415527344,51.6282790804215,50.49361923351846,50.559945708958374,141708000.0,AAPL,0
2018-08-20,51.038448333740234,51.91964347624076,50.955538429933824,51.66381484377017,121150800.0,AAPL,0
2018-08-21,50.9389533996582,51.44825036575132,50.699704586767986,51.355866802900465,104639200.0,AAPL,0
2018-08-22,50.94132995605469,51.25164391525928,50.65470196077252,50.71629341891963,76072400.0,AAPL,0
2018-08-23,51.04555892944336,51.41509322466389,50.834734691040765,50.84657586588272,75532800.0,AAPL,0
2018-08-24,51.204254150390625,51.37954396991234,50.955528103897144,51.30848248336093,73905600.0,AAPL,0
2018-08-27,51.625919342041016,51.81542513519865,51.244540243575635,51.438781061033495,82100400.0,AAPL,0
2018-08-28,52.042816162109375,52.241795568558736,51.85804905404619,51.87936750162545,91107200.0,AAPL,0
2018-08-29,52.819786071777344,52.94059783620013,51.974121793425,52.14941162490679,109019200.0,AAPL,0
2018-08-30,53.30539321899414,54.07051872797575,52.682394306819354,52.883744837114136,195175200.0,AAPL,0
2018-08-31,53.921287536621094,54.215018013869724,53.53516988918056,53.65597804212751,173360400.0,AAPL,0
2018-09-04,54.094215393066406,54.28845618519026,53.68441174415916,54.10606018131684,109560400.0,AAPL,0
2018-09-05,53.741268157958984,54.404536629269586,53.32199079088694,54.24345905391312,133332000.0,AAPL,0
2018-09-06,52.84822463989258,53.8549702632671,52.42183753532365,53.58966072346746,137160000.0,AAPL,0
2018-09-07,52.42182540893555,53.38593029157221,52.28206632809369,52.55211082943275,150479200.0,AAPL,0
2018-09-10,51.71828842163086,52.55211150907524,51.27768911221937,52.33891619608954,158066000.0,AAPL,0
2018-09-11,53.02587890625,53.13247476524067,51.29901225541865,51.64248940750935,142996000.0,AAPL,0
2018-09-12,52.36735534667969,53.29829720285223,52.07598871951485,53.28408490192167,197114800.0,AAPL,0
2018-09-13,53.63229751586914,54.09184782917725,52.722674165652904,52.947710684106966,166825600.0,AAPL,0
2018-09-14,53.02349853515625,53.73414229055262,52.710817162332795,53.47594259357699,127997200.0,AAPL,0
2018-09-17,51.611690521240234,52.812676640029984,51.46719280683929,52.62317090752562,148780400.0,AAPL,0
2018-09-18,51.69697952270508,52.552121215029416,51.43166999184598,51.59038003926348,126286800.0,AAPL,0
2018-09-19,51.7277717590332,52.023873403694104,51.000547999297495,51.75856748672499,108495200.0,AAPL,0
2018-09-20,52.120994567871094,52.6539775175976,51.912537857553254,52.17074123356856,106435200.0,AAPL,0
2018-09-21,51.55958938598633,52.436049554005606,51.47194083901891,52.29865795357762,384986800.0,AAPL,0
2018-09-24,52.30101776123047,52.41235225527132,51.315594354443164,51.36060237729222,110773600.0,AAPL,0
2018-09-25,52.632659912109375,52.781896297075804,52.042824137047674,52.05466892569171,98217600.0,AAPL,0
2018-09-26,52.21337127685547,53.00218637259011,52.057028764651164,52.350762852927,95938800.0,AAPL,0
2018-09-27,53.28645324707031,53.63940772196027,52.95244971189144,53.01877980814133,120724800.0,AAPL,0
2018-09-28,53.47358322143555,53.497269181508,53.06614711716459,53.24854310635677,91717600.0,AAPL,0
2018-10-01,53.83364486694336,54.34530936077399,53.618085623251176,53.99709354812719,94403200.0,AAPL,0
2018-10-02,54.31214141845703,54.482696234962994,53.684407451123704,53.831272693023216,99152800.0,AAPL,0
2018-10-03,54.97303771972656,55.30467004984194,54.43057759069054,54.49453654525611,114619200.0,AAPL,0
2018-10-04,54.006561279296875,55.03936374636723,53.70808857005446,54.66745842279414,128168000.0,AAPL,0
2018-10-05,53.13010025024414,54.106053573442246,52.25127273302901,53.99945772125052,134322000.0,AAPL,0
2018-10-08,53.00692367553711,53.250911098505604,52.161255792698086,52.637389466556535,118655600.0,AAPL,0
2018-10-09,53.741268157958984,53.836022862159,52.64687752973604,52.97614244597104,107564000.0,AAPL,0
2018-10-10,51.25164031982422,53.61808590534996,51.17820769212848,53.407261684262664,167962400.0,AAPL,0
2018-10-11,50.799190521240234,51.995441725762305,50.29463584528402,50.815773946054776,212497600.0,AAPL,0
2018-10-12,52.613712310791016,52.796111946818264,51.365346690576,52.21338228507249,161351600.0,AAPL,0
2018-10-15,51.4885139465332,52.54737353222936,51.46719549932301,52.38866351212896,123164000.0,AAPL,0
2018-10-16,52.62317657470703,52.82215960325249,51.34638657960489,51.86041853976065,116736000.0,AAPL,0
2018-10-17,52.39577102661133,52.73924816052703,51.95753921175651,52.65870939261992,91541600.0,AAPL,0
2018-10-18,51.171112060546875,52.05231100307573,50.455729346015886,51.606972892576316,130325200.0,AAPL,0
2018-10-19,51.9504280090332,52.41234573829872,51.50509008824331,51.65432643712953,132314800.0,AAPL,0
2018-10-22,52.267852783203125,52.909802639899496,51.862787820108274,52.06413473861343,115168400.0,AAPL,0
2018-10-23,52.76057434082031,52.88375363683341,50.858417668263044,51.1260947111794,155071200.0,AAPL,0
2018-10-24,50.950801849365234,53.115896952503974,50.82051640148863,52.72978286182504,163702000.0,AAPL,0
2018-10-25,52.066505432128906,52.44077828370849,51.344016814032926,51.57142443044991,119423200.0,AAPL,0
2018-10-26,51.23741912841797,52.15888711882301,50.37753896663008,51.14266445225162,189033600.0,AAPL,0
2018-10-29,50.27569580078125,52.04046102219299,48.81887342300146,51.92202035478922,183742000.0,AAPL,0
2018-10-30,50.52677917480469,50.97211353591535,49.57214787858827,50.01748223969893,146640000.0,AAPL,0
2018-10-31,51.84383773803711,52.22047811049344,51.313222362929515,51.37481380979864,153435600.0,AAPL,0
2018-11-01,52.63975524902344,52.672918481701075,51.358226731764,51.88884206912743,233292800.0,AAPL,0
2018-11-02,49.14813995361328,50.60969740380274,48.66253247834884,49.6384860677963,365314800.0,AAPL,0
2018-11-05,47.75289535522461,48.41616364806583,46.94276182854421,48.394845200803,264654800.0,AAPL,0
2018-11-06,48.26929473876953,48.49433120995849,47.77658129059139,47.83106296762171,127531600.0,AAPL,0
2018-11-07,49.73323059082031,49.759287679647485,48.354583238431374,48.790443983793224,133697600.0,AAPL,0
2018-11-08,49.5597038269043,49.947165100246615,49.146090921602585,49.9138861511166,101450400.0,AAPL,0
2018-11-09,48.60411071777344,48.97017910793809,48.07639914893464,48.86083555886795,137463200.0,AAPL,0
2018-11-12,46.15571975708008,47.505901849670465,46.06538963892169,47.30384878341077,204542000.0,AAPL,0
2018-11-13,45.694576263427734,46.871229325293164,45.50916444166148,45.55195373821801,187531600.0,AAPL,0
2018-11-14,44.40381622314453,46.22941032271207,44.197007977877064,46.091539368244774,243204000.0,AAPL,0
2018-11-15,45.499656677246094,45.632772481899075,44.427592041015245,44.7817780140005,185915200.0,AAPL,0
2018-11-16,46.00360870361328,46.34590865330867,45.03613945550792,45.28335407076868,147713200.0,AAPL,0
2018-11-19,44.18037796020508,45.33088300072915,43.97357330630078,45.16448824315479,167701200.0,AAPL,0
2018-11-20,42.069515228271484,43.13682429726077,41.72008455682343,42.39992884507441,271300800.0,AAPL,0
2018-11-21,42.02198791503906,42.85158950837461,41.96731613231537,42.723225255034755,124496800.0,AAPL,0
2018-11-23,40.954673767089844,41.97919739438339,40.90951233353466,41.58460159031392,94496000.0,AAPL,0
2018-11-26,41.50852966308594,41.586973662491694,40.47212364014225,41.41820317687881,179994000.0,AAPL,0
2018-11-27,41.418209075927734,41.54419392188072,40.61951070937927,40.769264159453,165549600.0,AAPL,0
2018-11-28,43.01084899902344,43.09404455097691,41.5822228299945,42.01009758633539,184250000.0,AAPL,0
2018-11-29,42.68043518066406,43.452985511934024,42.24067431047254,43.41970656582618,167080000.0,AAPL,0
2018-11-30,42.44986343383789,42.86585212376688,42.08141558304551,42.85634177965944,158126000.0,AAPL,0
2018-12-03,43.93315887451172,43.96168265082732,43.07503354139538,43.8475839184316,163210000.0,AAPL,0
2018-12-04,42.00059509277344,43.35552893478612,41.90075824411287,43.01322909530219,165377200.0,AAPL,0
2018-12-06,41.532310485839844,41.54657237465909,40.510166137236766,40.828693744644816,172393600.0,AAPL,0
2018-12-07,40.0514030456543,41.47765036264234,40.00623796694149,41.239942476477665,169126400.0,AAPL,0
2018-12-10,40.315242767333984,40.431717263451596,38.824813903539,39.22178547888754,248104000.0,AAPL,0
2018-12-11,40.08466720581055,40.83582109215089,39.697202333726885,40.80492154480871,189126800.0,AAPL,0
2018-12-12,40.19639587402344,40.86673007468708,40.17737881219227,40.50541315416228,142510800.0,AAPL,0
2018-12-13,40.63615036010742,41.02123948791272,40.30336086904943,40.52680679610269,127594400.0,AAPL,0
2018-12-14,39.335880279541016,40.19162969185467,39.28833945155307,40.17261263523296,162814800.0,AAPL,0
2018-12-17,38.96981430053711,40.018106488031215,38.682186288828,39.32875174502848,177151600.0,AAPL,0
2018-12-18,39.47613525390625,39.82318660338738,39.076784272225034,39.31211629502645,135366000.0,AAPL,0
2018-12-19,38.24481964111328,39.80418271169766,37.81694474317627,39.45950702038024,196189200.0,AAPL,0
2018-12-20,37.279727935791016,38.534825274918376,36.91603516292652,38.128343196763346,259092000.0,AAPL,0
2018-12-21,35.8297004699707,37.59587154627308,35.56822403128292,37.28685063952054,382978400.0,AAPL,0
2018-12-24,34.90264129638672,36.0246225500154,34.84559011112074,35.216413747515475,148676800.0,AAPL,0
2018-12-26,37.36053466796875,37.37479655569509,34.876488871611976,35.25206763264957,234330000.0,AAPL,0
2018-12-27,37.11806869506836,37.26544998630561,35.672808572906234,37.04437986301618,212468400.0,AAPL,0
2018-12-28,37.13710403442383,37.6814571541717,36.737756505244064,37.43899408166417,169165600.0,AAPL,0
2018-12-31,37.49603271484375,37.881118221352004,37.19651854121869,37.68382029611543,140014000.0,AAPL,0
